	AnimalID	Name	DateTime	OutcomeType	AnimalType	SexuponOutcome	AgeuponOutcome	Breed	Color	HasName	TimeofDay	WeekDay	Sex	IsIntact	AgeInYears	Age	IsMixBreed	MixorMultipleorSimple	SimpleBreed	Group	Size	IsMixColor	SimpleColor
5025	A710518	Azule	2015-08-30 17:31:00	Adoption	Dog	Neutered Male	2 years	Australian Cattle Dog Mix	Blue Merle	1	lateday	6	Male	0.0	2.0	1	1	Mix	Australian Cattle Dog	Herding	1	0	Blue Merle
5026	A694178	Harley	2014-12-28 13:24:00	Transfer	Dog	Neutered Male	4 months	Border Collie/Queensland Heeler	Black/White	1	midday	6	Male	0.0	0.3333333333333333	0	0	Multiple	Border Collie	Herding	1	1	Black
5027	A710470	Felicia	2015-09-19 15:29:00	Adoption	Dog	Spayed Female	2 years	Jack Russell Terrier/Pointer	White/Brown	1	midday	5	Female	0.0	2.0	1	0	Multiple	Jack Russell Terrier	Terrier	0	1	White
5028	A665560	Bud	2013-11-01 17:00:00	Adoption	Dog	Neutered Male	1 year	Chihuahua Shorthair Mix	Red/White	1	lateday	4	Male	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Red
5029	A694406	Star	2015-01-01 18:35:00	Return_to_owner	Dog	Intact Female	4 years	Pit Bull Mix	Black/White	1	lateday	3	Female	1.0	4.0	1	1	Mix	Pit Bull	PitBull	1	1	Black
5030	A664659	Kira	2013-10-12 17:56:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Longhair Mix	Brown	1	lateday	5	Female	0.0	1.0	0	1	Mix	Chihuahua Longhair	Toy	0	0	Brown
5031	A673581	Darla	2014-03-02 17:05:00	Return_to_owner	Dog	Spayed Female	9 months	Border Collie Mix	Tricolor	1	lateday	6	Female	0.0	0.75	0	1	Mix	Border Collie	Herding	1	0	Tricolor
5032	A679665	Nameless	2014-06-17 13:21:00	Transfer	Dog	Spayed Female	1 month	German Shepherd Mix	Black/Brown	0	midday	1	Female	0.0	0.08333333333333333	0	1	Mix	German Shepherd	Herding	2	1	Black
5033	A681145	Farley	2016-01-28 08:39:00	Adoption	Dog	Neutered Male	11 years	Catahoula Mix	Blue Merle	1	morning	3	Male	0.0	11.0	2	1	Mix	Catahoula	Herding	1	0	Blue Merle
5034	A714224	Honey	2015-11-15 14:54:00	Adoption	Dog	Spayed Female	6 years	Australian Cattle Dog/Beagle	Blue Tick/Black	1	midday	6	Female	0.0	6.0	1	0	Multiple	Australian Cattle Dog	Herding	1	1	Blue Tick
5035	A608937	Muneca	2014-09-05 11:07:00	Return_to_owner	Dog	Spayed Female	3 years	Pit Bull Mix	Brown Brindle/White	1	midday	4	Female	0.0	3.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
5036	A681796	Nameless	2014-06-26 15:15:00	Transfer	Dog	Intact Female	2 years	Australian Cattle Dog Mix	Red Tick	0	midday	3	Female	1.0	2.0	1	1	Mix	Australian Cattle Dog	Herding	1	0	Red Tick
5037	A706461	Squid	2015-09-27 12:16:00	Adoption	Dog	Neutered Male	2 years	Pit Bull Mix	Brown	1	midday	6	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Brown
5038	A699554	Dewey 2	2015-04-01 13:31:00	Transfer	Dog	Intact Male	2 years	Lhasa Apso Mix	Gray/White	1	midday	2	Male	1.0	2.0	1	1	Mix	Lhasa Apso	NonSporting	0	1	Gray
5039	A704592	Doshia	2015-06-14 19:00:00	Adoption	Dog	Spayed Female	2 years	Pit Bull Mix	Blue/White	1	lateday	6	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Blue
5040	A703482	Holly	2015-05-28 17:56:00	Return_to_owner	Dog	Spayed Female	2 years	Beagle Mix	White/Red	1	lateday	3	Female	0.0	2.0	1	1	Mix	Beagle	Hound	0	1	White
5041	A663987	Dodie	2013-10-03 17:45:00	Adoption	Dog	Spayed Female	10 months	Pit Bull Mix	Blue	1	lateday	3	Female	0.0	0.8333333333333334	0	1	Mix	Pit Bull	PitBull	1	0	Blue
5042	A692468	Tony	2014-11-30 12:15:00	Transfer	Dog	Neutered Male	3 years	Chihuahua Shorthair/Dachshund	Brown/White	1	midday	6	Male	0.0	3.0	1	0	Multiple	Chihuahua Shorthair	Toy	0	1	Brown
5043	A687302	Rusty	2014-09-09 09:53:00	Euthanasia	Dog	Neutered Male	3 years	Australian Cattle Dog	Black/Tan	1	morning	1	Male	0.0	3.0	1	0	Simple	Australian Cattle Dog	Herding	1	1	Black
5044	A700995	Zeppelin	2015-04-22 14:15:00	Return_to_owner	Dog	Neutered Male	2 years	Great Pyrenees Mix	White/Buff	1	midday	2	Male	0.0	2.0	1	1	Mix	Great Pyrenees	Working	3	1	White
5045	A694073	Nala	2014-12-21 18:02:00	Return_to_owner	Dog	Spayed Female	1 year	Golden Retriever Mix	Red	1	lateday	6	Female	0.0	1.0	0	1	Mix	Golden Retriever	Sporting	2	0	Red
5046	A694346	Finn	2014-12-30 17:37:00	Adoption	Dog	Neutered Male	2 months	Doberman Pinsch Mix	Chocolate/Tan	1	lateday	1	Male	0.0	0.16666666666666666	0	1	Mix	Doberman Pinsch	Working	1	1	Chocolate
5047	A714040	Martie	2015-10-22 18:24:00	Transfer	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Tricolor	1	lateday	3	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
5048	A684975	Harley	2014-08-16 10:15:00	Euthanasia	Dog	Intact Male	6 years	German Shepherd/Chow Chow	Brown/Black	1	morning	5	Male	1.0	6.0	1	0	Multiple	German Shepherd	Herding	2	1	Brown
5049	A701236	Jack	2015-05-10 14:34:00	Transfer	Dog	Intact Male	1 year	Pit Bull Mix	Black/White	1	midday	6	Male	1.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Black
5050	A696682	Baretta	2015-02-10 13:14:00	Return_to_owner	Dog	Spayed Female	2 years	Labrador Retriever Mix	Black/Brown	1	midday	1	Female	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	1	Black
5051	A699901	Lily	2015-04-06 11:07:00	Return_to_owner	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	White/Buff	1	midday	0	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	White
5052	A707508	Gazul	2015-07-16 17:46:00	Return_to_owner	Dog	Neutered Male	2 years	Australian Cattle Dog/Chow Chow	White/Tan	1	lateday	3	Male	0.0	2.0	1	0	Multiple	Australian Cattle Dog	Herding	1	1	White
5053	A686899	Nameless	2014-09-01 16:23:00	Transfer	Dog	Neutered Male	2 months	American Bulldog Mix	White	0	lateday	0	Male	0.0	0.16666666666666666	0	1	Mix	American Bulldog	NonSporting	1	0	White
5054	A672241	Sly	2014-03-15 15:55:00	Transfer	Dog	Neutered Male	11 months	Dogo Argentino Mix	White	1	midday	5	Male	0.0	0.9166666666666666	0	1	Mix	Dogo Argentino	Unknown	2	0	White
5055	A691692	Zoey	2014-11-08 11:28:00	Return_to_owner	Dog	Spayed Female	4 years	Pit Bull Mix	Tan/White	1	midday	5	Female	0.0	4.0	1	1	Mix	Pit Bull	PitBull	1	1	Tan
5056	A684426	Lunchbox	2014-07-27 17:00:00	Adoption	Dog	Spayed Female	2 years	Basset Hound Mix	White/Black	1	lateday	6	Female	0.0	2.0	1	1	Mix	Basset Hound	Hound	1	1	White
5057	A679650	Nameless	2014-05-24 14:05:00	Transfer	Dog	Intact Female	1 month	Chihuahua Shorthair Mix	White	0	midday	5	Female	1.0	0.08333333333333333	0	1	Mix	Chihuahua Shorthair	Toy	0	0	White
5058	A650908	Janna	2014-07-17 14:47:00	Adoption	Dog	Spayed Female	1 year	Boxer/Redbone Hound	Brown/Red	1	midday	3	Female	0.0	1.0	0	0	Multiple	Boxer	Working	1	1	Brown
5059	A674126	Michael	2014-03-16 15:14:00	Transfer	Dog	Neutered Male	1 year	Dachshund Mix	Black/Tan	1	midday	6	Male	0.0	1.0	0	1	Mix	Dachshund	Hound	0	1	Black
5060	A708148	Brody	2015-08-11 16:45:00	Adoption	Dog	Neutered Male	2 years	German Shepherd Mix	Black/Brown	1	lateday	1	Male	0.0	2.0	1	1	Mix	German Shepherd	Herding	2	1	Black
5061	A664921	Pookie	2013-11-15 15:21:00	Transfer	Dog	Spayed Female	5 months	Labrador Retriever Mix	Black/White	1	midday	4	Female	0.0	0.4166666666666667	0	1	Mix	Labrador Retriever	Sporting	1	1	Black
5062	A667383	Olympus	2013-11-23 15:09:00	Adoption	Dog	Neutered Male	2 months	Pit Bull Mix	White/Tan	1	midday	5	Male	0.0	0.16666666666666666	0	1	Mix	Pit Bull	PitBull	1	1	White
5063	A674047	Osiris	2014-03-10 18:51:00	Adoption	Dog	Neutered Male	2 months	German Shepherd Mix	Brown/Black	1	lateday	0	Male	0.0	0.16666666666666666	0	1	Mix	German Shepherd	Herding	2	1	Brown
5064	A687460	Smokey	2015-06-23 17:43:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever/Plott Hound	Brown Brindle	1	lateday	1	Male	0.0	1.0	0	0	Multiple	Labrador Retriever	Sporting	1	0	Brown Brindle
5065	A668416	Romeo	2013-12-11 18:56:00	Adoption	Dog	Neutered Male	2 years	Labrador Retriever Mix	White/Tan	1	lateday	2	Male	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	1	White
5066	A711005	Chesnut	2015-09-03 18:09:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Longhair Mix	Brown/Black	1	lateday	3	Female	0.0	1.0	0	1	Mix	Chihuahua Longhair	Toy	0	1	Brown
5067	A679200	Curly Sue	2014-05-27 17:16:00	Adoption	Dog	Spayed Female	1 year	Belgian Malinois Mix	Brown/White	1	lateday	1	Female	0.0	1.0	0	1	Mix	Belgian Malinois	Herding	2	1	Brown
5068	A673174	Mimi	2014-03-03 17:42:00	Adoption	Dog	Intact Female	6 years	English Bulldog	White/Brown Brindle	1	lateday	0	Female	1.0	6.0	1	0	Simple	English Bulldog	NonSporting	1	1	White
5069	A668737	Harley	2014-11-15 13:53:00	Adoption	Dog	Neutered Male	1 year	Jack Russell Terrier Mix	Brown/White	1	midday	5	Male	0.0	1.0	0	1	Mix	Jack Russell Terrier	Terrier	0	1	Brown
5070	A709588	Eddie	2015-11-19 17:40:00	Return_to_owner	Dog	Neutered Male	9 years	Collie Rough Mix	Brown	1	lateday	3	Male	0.0	9.0	2	1	Mix	Collie Rough	Herding	2	0	Brown
5071	A712630	Cookie	2015-09-29 18:34:00	Adoption	Dog	Neutered Male	2 years	Havanese Mix	Brown/Buff	1	lateday	1	Male	0.0	2.0	1	1	Mix	Havanese	Toy	0	1	Brown
5072	A716510	Bella	2015-11-23 18:10:00	Return_to_owner	Dog	Spayed Female	2 years	Pit Bull Mix	Red	1	lateday	0	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Red
5073	A607134	Compadre	2015-01-08 11:42:00	Return_to_owner	Dog	Neutered Male	5 years	Chihuahua Shorthair Mix	Brown	1	midday	3	Male	0.0	5.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
5074	A671649	Chupychu	2014-05-18 14:58:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever Mix	Black	1	midday	6	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Black
5075	A656477	Bowser	2014-03-27 14:03:00	Euthanasia	Dog	Neutered Male	4 years	Rottweiler Mix	Chocolate/Tan	1	midday	3	Male	0.0	4.0	1	1	Mix	Rottweiler	Working	1	1	Chocolate
5076	A689697	Remy	2014-12-04 17:21:00	Transfer	Dog	Neutered Male	9 months	Labrador Retriever/Pit Bull	Black/White	1	lateday	3	Male	0.0	0.75	0	0	Multiple	Labrador Retriever	Sporting	1	1	Black
5077	A673654	Jill	2014-03-26 15:51:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	White/Brown	1	midday	2	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	White
5078	A699945	Daisy	2015-04-08 17:02:00	Adoption	Dog	Spayed Female	2 years	Miniature Poodle Mix	White	1	lateday	2	Female	0.0	2.0	1	1	Mix	Miniature Poodle	NonSporting	1	0	White
5079	A696035	Hank	2015-01-30 19:27:00	Return_to_owner	Dog	Intact Male	4 months	Pit Bull Mix	Chocolate/White	1	lateday	4	Male	1.0	0.3333333333333333	0	1	Mix	Pit Bull	PitBull	1	1	Chocolate
5080	A690165	Rudy	2015-04-15 07:39:00	Adoption	Dog	Neutered Male	3 years	Plott Hound Mix	Brown	1	morning	2	Male	0.0	3.0	1	1	Mix	Plott Hound	Hound	2	0	Brown
5081	A708859	Sassy	2015-08-02 12:20:00	Return_to_owner	Dog	Spayed Female	3 years	Pit Bull/Chinese Sharpei	White/Black	1	midday	6	Female	0.0	3.0	1	0	Multiple	Pit Bull	PitBull	1	1	White
5082	A677321	Murphy	2014-05-01 13:34:00	Return_to_owner	Dog	Intact Male	8 years	Chow Chow/Labrador Retriever	Red	1	midday	3	Male	1.0	8.0	2	0	Multiple	Chow Chow	NonSporting	1	0	Red
5083	A670171	Ringo	2014-01-20 13:17:00	Transfer	Dog	Neutered Male	6 years	Basset Hound	Tricolor	1	midday	0	Male	0.0	6.0	1	0	Simple	Basset Hound	Hound	1	0	Tricolor
5084	A718096	Chips	2016-01-01 14:47:00	Return_to_owner	Dog	Neutered Male	2 years	Pit Bull Mix	Brown/White	1	midday	4	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown
5085	A468026	Junie	2013-12-22 17:53:00	Return_to_owner	Dog	Spayed Female	7 years	Pit Bull Mix	Black Brindle/White	1	lateday	6	Female	0.0	7.0	2	1	Mix	Pit Bull	PitBull	1	1	Black Brindle
5086	A703070	Banjo	2015-05-21 11:07:00	Return_to_owner	Dog	Intact Male	4 years	Blue Lacy Mix	Blue/White	1	midday	3	Male	1.0	4.0	1	1	Mix	Blue Lacy	Working	1	1	Blue
5087	A709677	Coco	2015-08-17 18:20:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Shorthair/Boston Terrier	Black/White	1	lateday	0	Female	0.0	1.0	0	0	Multiple	Chihuahua Shorthair	Toy	0	1	Black
5088	A672150	Daisy	2014-02-13 17:33:00	Return_to_owner	Dog	Spayed Female	6 months	Chihuahua Shorthair Mix	Black/White	1	lateday	3	Female	0.0	0.5	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
5089	A703461	Tramp	2015-05-29 15:34:00	Transfer	Dog	Intact Male	1 year	Miniature Schnauzer Mix	Brown/Black	1	midday	4	Male	1.0	1.0	0	1	Mix	Miniature Schnauzer	Terrier	0	1	Brown
5090	A677785	May	2014-07-09 12:38:00	Transfer	Dog	Spayed Female	6 years	Chihuahua Shorthair Mix	Buff/White	1	midday	2	Female	0.0	6.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Buff
5091	A681060	Nameless	2014-06-16 12:02:00	Transfer	Dog	Intact Female	3 months	Labrador Retriever Mix	Yellow	0	midday	0	Female	1.0	0.25	0	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
5092	A687000	Prince	2014-08-31 15:00:00	Adoption	Dog	Neutered Male	1 year	Cairn Terrier Mix	Black/White	1	midday	6	Male	0.0	1.0	0	1	Mix	Cairn Terrier	Terrier	0	1	Black
5093	A663436	Daria	2013-10-31 11:46:00	Adoption	Dog	Spayed Female	2 years	Border Collie/Labrador Retriever	Chocolate	1	midday	3	Female	0.0	2.0	1	0	Multiple	Border Collie	Herding	1	0	Chocolate
5094	A702619	Nameless	2015-05-16 14:14:00	Transfer	Dog	Neutered Male	1 year	Chihuahua Shorthair Mix	Brown	0	midday	5	Male	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
5095	A683765	Macey	2014-07-17 14:57:00	Transfer	Dog	Spayed Female	3 years	Labrador Retriever Mix	Red	1	midday	3	Female	0.0	3.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Red
5096	A696586	Gizmo	2015-02-14 15:06:00	Adoption	Dog	Neutered Male	1 year	Australian Shepherd Mix	Brown	1	midday	5	Male	0.0	1.0	0	1	Mix	Australian Shepherd	Herding	1	0	Brown
5097	A665218	Crickett	2013-10-20 15:57:00	Transfer	Dog	Intact Female	6 months	German Shepherd	Brown/Black	1	midday	6	Female	1.0	0.5	0	0	Simple	German Shepherd	Herding	2	1	Brown
5098	A676663	Fred	2015-02-16 11:20:00	Return_to_owner	Dog	Neutered Male	3 years	Chihuahua Shorthair Mix	Black/White	1	midday	0	Male	0.0	3.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
5099	A676777	Remy	2014-04-25 11:14:00	Return_to_owner	Dog	Spayed Female	2 years	Dutch Shepherd Mix	Brown Brindle	1	midday	4	Female	0.0	2.0	1	1	Mix	Dutch Shepherd	Herding	2	0	Brown Brindle
5100	A689959	Izzy	2014-10-13 17:49:00	Return_to_owner	Dog	Spayed Female	4 years	Boxer Mix	Fawn/White	1	lateday	0	Female	0.0	4.0	1	1	Mix	Boxer	Working	1	1	Fawn
5101	A668961	Nameless	2013-12-16 17:20:00	Adoption	Dog	Neutered Male	4 months	Cairn Terrier Mix	Brown	0	lateday	0	Male	0.0	0.3333333333333333	0	1	Mix	Cairn Terrier	Terrier	0	0	Brown
5102	A711385	Devil	2015-09-17 19:41:00	Return_to_owner	Dog	Neutered Male	7 months	Siberian Husky/German Shepherd	Sable	1	lateday	3	Male	0.0	0.5833333333333334	0	0	Multiple	Siberian Husky	Working	1	0	Sable
5103	A676445	Pluto	2014-04-21 14:59:00	Transfer	Dog	Intact Male	2 years	Pit Bull Mix	Blue/White	1	midday	0	Male	1.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Blue
5104	A693049	Snow	2014-12-07 17:49:00	Adoption	Dog	Spayed Female	7 months	Boxer Mix	White/Black	1	lateday	6	Female	0.0	0.5833333333333334	0	1	Mix	Boxer	Working	1	1	White
5105	A666099	Maggie Mae	2013-12-09 11:07:00	Transfer	Dog	Spayed Female	9 years	Labrador Retriever Mix	Yellow/White	1	midday	0	Female	0.0	9.0	2	1	Mix	Labrador Retriever	Sporting	1	1	Yellow
5106	A688934	Dozer	2015-02-02 11:07:00	Return_to_owner	Dog	Intact Male	1 year	Rottweiler Mix	Black/Tan	1	midday	0	Male	1.0	1.0	0	1	Mix	Rottweiler	Working	1	1	Black
5107	A686140	Huggy Bear	2014-08-21 18:47:00	Adoption	Dog	Spayed Female	10 months	German Shepherd/Border Collie	Black/White	1	lateday	3	Female	0.0	0.8333333333333334	0	0	Multiple	German Shepherd	Herding	2	1	Black
5108	A620531	Colt	2016-02-21 16:40:00	Return_to_owner	Dog	Neutered Male	4 years	Pit Bull Mix	Yellow Brindle/Tan	1	lateday	6	Male	0.0	4.0	1	1	Mix	Pit Bull	PitBull	1	1	Yellow Brindle
5109	A669874	Bella	2014-01-05 17:19:00	Adoption	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Brown/Tan	1	lateday	6	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
5110	A715025	Tino	2015-11-01 16:43:00	Return_to_owner	Dog	Neutered Male	1 year	Labrador Retriever/Pit Bull	Chocolate/White	1	lateday	6	Male	0.0	1.0	0	0	Multiple	Labrador Retriever	Sporting	1	1	Chocolate
5111	A716063	Nameless	2015-11-18 18:55:00	Adoption	Dog	Neutered Male	1 year	Miniature Poodle Mix	White	0	lateday	2	Male	0.0	1.0	0	1	Mix	Miniature Poodle	NonSporting	1	0	White
5112	A675430	Maggie	2014-08-05 12:09:00	Adoption	Dog	Spayed Female	4 years	Labrador Retriever/Pointer	Black/White	1	midday	1	Female	0.0	4.0	1	0	Multiple	Labrador Retriever	Sporting	1	1	Black
5113	A706658	Bandit	2015-07-06 15:49:00	Transfer	Dog	Neutered Male	6 years	Chihuahua Shorthair Mix	Tricolor	1	midday	0	Male	0.0	6.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
5114	A670253	Nameless	2014-01-08 18:48:00	Adoption	Dog	Neutered Male	11 months	Australian Cattle Dog/Rat Terrier	Blue Tick/Tan	0	lateday	2	Male	0.0	0.9166666666666666	0	0	Multiple	Australian Cattle Dog	Herding	1	1	Blue Tick
5115	A694672	Xena	2015-01-12 14:04:00	Adoption	Dog	Spayed Female	2 years	Labrador Retriever	White/Tan	1	midday	0	Female	0.0	2.0	1	0	Simple	Labrador Retriever	Sporting	1	1	White
5116	A702701	Pepper	2016-01-16 17:18:00	Return_to_owner	Dog	Spayed Female	2 years	Miniature Pinscher Mix	Chocolate/Brown	1	lateday	5	Female	0.0	2.0	1	1	Mix	Miniature Pinscher	Toy	0	1	Chocolate
5117	A687698	Giant	2014-09-20 16:57:00	Return_to_owner	Dog	Neutered Male	1 year	Labrador Retriever Mix	White	1	lateday	5	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	White
5118	A705471	Jack	2015-06-18 11:23:00	Return_to_owner	Dog	Neutered Male	2 years	Basset Hound/Labrador Retriever	Brown/White	1	midday	3	Male	0.0	2.0	1	0	Multiple	Basset Hound	Hound	1	1	Brown
5119	A697352	Toto	2015-02-22 14:07:00	Return_to_owner	Dog	Neutered Male	9 months	Chihuahua Shorthair/Miniature Pinscher	Brown	1	midday	6	Male	0.0	0.75	0	0	Multiple	Chihuahua Shorthair	Toy	0	0	Brown
5120	A672256	Nameless	2014-02-12 18:41:00	Transfer	Dog	Spayed Female	6 years	Dachshund Mix	Red	0	lateday	2	Female	0.0	6.0	1	1	Mix	Dachshund	Hound	0	0	Red
5121	A691251	Bobby	2014-11-05 17:00:00	Adoption	Dog	Spayed Female	3 years	Rat Terrier Mix	White/Brown	1	lateday	2	Female	0.0	3.0	1	1	Mix	Rat Terrier	Terrier	0	1	White
5122	A696862	Sister	2015-02-21 13:16:00	Adoption	Dog	Spayed Female	3 years	Bruss Griffon Mix	White/Brown	1	midday	5	Female	0.0	3.0	1	1	Mix	Bruss Griffon	Toy	0	1	White
5123	A689232	Duqueza	2014-11-30 17:55:00	Transfer	Dog	Spayed Female	1 month	German Shepherd Mix	Tricolor/White	1	lateday	6	Female	0.0	0.08333333333333333	0	1	Mix	German Shepherd	Herding	2	1	Tricolor
5124	A670751	Nameless	2014-01-17 18:26:00	Transfer	Dog	Neutered Male	1 year	Bruss Griffon	Tan	0	lateday	4	Male	0.0	1.0	0	0	Simple	Bruss Griffon	Toy	0	0	Tan
5125	A670611	Nameless	2014-01-17 15:07:00	Adoption	Dog	Spayed Female	5 years	Chihuahua Shorthair/Cairn Terrier	Brown/White	0	midday	4	Female	0.0	5.0	1	0	Multiple	Chihuahua Shorthair	Toy	0	1	Brown
5126	A670980	Nameless	2014-01-22 17:26:00	Euthanasia	Dog	Intact Male	6 months	Pit Bull/Labrador Retriever	Black/White	0	lateday	2	Male	1.0	0.5	0	0	Multiple	Pit Bull	PitBull	1	1	Black
5127	A716369	Smalls	2016-01-07 17:09:00	Adoption	Dog	Neutered Male	2 months	Boxer Mix	Brown Brindle/White	1	lateday	3	Male	0.0	0.16666666666666666	0	1	Mix	Boxer	Working	1	1	Brown Brindle
5128	A686303	Nitro	2014-09-09 14:02:00	Transfer	Dog	Neutered Male	11 months	Labrador Retriever/Border Collie	Chocolate/White	1	midday	1	Male	0.0	0.9166666666666666	0	0	Multiple	Labrador Retriever	Sporting	1	1	Chocolate
5129	A683465	Nameless	2014-07-21 18:11:00	Transfer	Dog	Intact Male	3 weeks	Labrador Retriever Mix	White	0	lateday	0	Male	1.0	0.057692307692307696	0	1	Mix	Labrador Retriever	Sporting	1	0	White
5130	A665625	Snickers	2013-10-22 16:38:00	Return_to_owner	Dog	Neutered Male	1 year	Basset Hound Mix	Tricolor	1	lateday	1	Male	0.0	1.0	0	1	Mix	Basset Hound	Hound	1	0	Tricolor
5131	A666264	Ash	2013-11-01 19:07:00	Adoption	Dog	Intact Female	2 months	Australian Cattle Dog Mix	Red Tick/Brown Merle	1	lateday	4	Female	1.0	0.16666666666666666	0	1	Mix	Australian Cattle Dog	Herding	1	1	Red Tick
5132	A714421	Maddie	2015-12-16 00:00:00	Transfer	Dog	Intact Female	2 years	Doberman Pinsch Mix	Blue/Tan	1	night	2	Female	1.0	2.0	1	1	Mix	Doberman Pinsch	Working	1	1	Blue
5133	A711065	Chico	2015-09-12 08:58:00	Transfer	Dog	Neutered Male	4 years	Chihuahua Shorthair Mix	Buff	1	morning	5	Male	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Buff
5134	A709507	Nameless	2015-08-15 15:12:00	Transfer	Dog	Spayed Female	1 year	Labrador Retriever Mix	Yellow	0	midday	5	Female	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
5135	A686576	Nameless	2014-08-27 16:04:00	Transfer	Dog	Spayed Female	2 years	Labrador Retriever Mix	Buff	0	lateday	2	Female	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Buff
5136	A570181	Perlita	2014-08-03 17:58:00	Adoption	Dog	Spayed Female	5 years	Cocker Spaniel Mix	Tan/White	1	lateday	6	Female	0.0	5.0	1	1	Mix	Cocker Spaniel	Sporting	1	1	Tan
5137	A695818	Shadow	2015-01-31 16:42:00	Adoption	Dog	Spayed Female	2 months	Boxer Mix	Black Brindle	1	lateday	5	Female	0.0	0.16666666666666666	0	1	Mix	Boxer	Working	1	0	Black Brindle
5138	A694312	Nameless	2014-12-27 12:12:00	Transfer	Dog	Intact Female	2 days	Pit Bull Mix	White/Chocolate	0	midday	5	Female	1.0	0.005479452054794521	0	1	Mix	Pit Bull	PitBull	1	1	White
5139	A672327	Scarlett	2014-02-08 12:44:00	Return_to_owner	Dog	Spayed Female	13 years	Miniature Poodle Mix	White	1	midday	5	Female	0.0	13.0	2	1	Mix	Miniature Poodle	NonSporting	1	0	White
5140	A682628	Bernard	2014-07-11 18:18:00	Return_to_owner	Dog	Neutered Male	3 years	Chihuahua Shorthair Mix	Black/White	1	lateday	4	Male	0.0	3.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
5141	A690047	Firulais	2014-10-15 16:41:00	Return_to_owner	Dog	Neutered Male	1 year	Basset Hound/Pit Bull	White/Brown	1	lateday	2	Male	0.0	1.0	0	0	Multiple	Basset Hound	Hound	1	1	White
5142	A668522	Taquita	2013-12-14 19:01:00	Return_to_owner	Dog	Spayed Female	6 years	Chihuahua Shorthair Mix	Red	1	lateday	5	Female	0.0	6.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Red
5143	A707462	Nameless	2015-07-20 18:22:00	Adoption	Dog	Spayed Female	5 months	Labrador Retriever/Pit Bull	Black/White	0	lateday	0	Female	0.0	0.4166666666666667	0	0	Multiple	Labrador Retriever	Sporting	1	1	Black
5144	A664522	Lucy	2013-10-29 15:58:00	Transfer	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	White/Yellow	1	midday	1	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	White
5145	A690194	Nameless	2014-10-16 16:56:00	Transfer	Dog	Intact Female	1 month	Plott Hound Mix	Black/Brown Brindle	0	lateday	3	Female	1.0	0.08333333333333333	0	1	Mix	Plott Hound	Hound	2	1	Black
5146	A700235	Nameless	2015-04-10 16:22:00	Transfer	Dog	Intact Male	2 days	Pit Bull Mix	White/Blue	0	lateday	4	Male	1.0	0.005479452054794521	0	1	Mix	Pit Bull	PitBull	1	1	White
5147	A677872	Peanut	2014-05-04 17:51:00	Adoption	Dog	Spayed Female	2 months	Border Terrier Mix	Tan/White	1	lateday	6	Female	0.0	0.16666666666666666	0	1	Mix	Border Terrier	Terrier	0	1	Tan
