"","OutcomeType","HasName","TimeofDay","WeekDay","Sex","IsIntact","AgeinYears","Age","IsMixBreed","MixorMultipleorSimple","Group","Size","IsMixColor"
"3914","Euthanasia",0,"lateday","Friday","Male",0,10,2,1,"Mix","Toy",0,1
"3915","Transfer",1,"midday","Saturday","Male",1,10,2,1,"Mix","Toy",0,0
"3916","Adoption",1,"midday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,0
"3917","Transfer",1,"morning","Saturday","Male",0,4,1,1,"Mix","Toy",0,0
"3918","Adoption",0,"lateday","Thursday","Female",0,1,0,0,"Simple","Toy",0,1
"3919","Transfer",1,"midday","Tuesday","Female",0,3,1,1,"Mix","Toy",0,1
"3920","Adoption",0,"lateday","Monday","Male",0,3,1,1,"Mix","Toy",0,1
"3921","Transfer",1,"midday","Thursday","Female",0,3,1,1,"Mix","Toy",0,0
"3922","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Toy",0,1
"3923","Adoption",1,"midday","Sunday","Female",0,2,1,1,"Mix","Toy",0,0
"3924","Adoption",1,"lateday","Sunday","Female",0,9,2,0,"Simple","Toy",0,1
"3925","Return_to_owner",1,"lateday","Thursday","Female",0,5,1,1,"Mix","Toy",0,1
"3926","Adoption",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Toy",0,0
"3927","Transfer",1,"midday","Sunday","Male",0,1,0,1,"Mix","Toy",0,1
"3928","Adoption",1,"lateday","Thursday","Female",0,3,1,1,"Mix","Toy",0,1
"3929","Adoption",1,"lateday","Monday","Male",0,5,1,1,"Mix","Toy",0,1
"3930","Return_to_owner",1,"midday","Tuesday","Female",0,15,2,1,"Mix","Toy",0,0
"3931","Return_to_owner",1,"lateday","Tuesday","Female",0,9,2,0,"Multiple","Toy",0,1
"3932","Euthanasia",0,"midday","Saturday","Female",1,1,0,1,"Mix","Toy",0,1
"3933","Transfer",1,"midday","Wednesday","Female",1,6,1,1,"Mix","Toy",0,1
"3934","Adoption",1,"lateday","Thursday","Female",0,1,0,1,"Mix","Toy",0,1
"3935","Return_to_owner",1,"lateday","Friday","Male",0,3,1,1,"Mix","Toy",0,1
"3936","Adoption",1,"lateday","Tuesday","Female",0,0,0,0,"Multiple","Toy",0,1
"3937","Adoption",0,"night","Sunday","Female",0,2,1,0,"Multiple","Toy",0,1
"3938","Transfer",1,"midday","Friday","Male",0,2,1,0,"Multiple","Toy",0,1
"3939","Return_to_owner",1,"lateday","Thursday","Male",0,3,1,1,"Mix","Toy",0,0
"3940","Adoption",1,"midday","Thursday","Female",0,0,0,1,"Mix","Toy",0,0
"3941","Adoption",0,"midday","Sunday","Female",0,0,0,1,"Mix","Toy",0,0
"3942","Transfer",0,"midday","Tuesday","Female",0,3,1,1,"Mix","Toy",0,0
"3943","Adoption",0,"lateday","Tuesday","Male",0,0,0,1,"Mix","Toy",0,0
"3944","Return_to_owner",1,"lateday","Saturday","Female",0,3,1,1,"Mix","Toy",0,1
"3945","Return_to_owner",1,"lateday","Saturday","Male",0,13,2,1,"Mix","Toy",0,1
"3946","Adoption",1,"lateday","Friday","Male",0,2,1,1,"Mix","Toy",0,1
"3947","Return_to_owner",1,"lateday","Tuesday","Female",0,2,1,1,"Mix","Toy",0,1
"3948","Transfer",1,"midday","Sunday","Male",0,1,0,1,"Mix","Toy",0,1
"3949","Adoption",0,"lateday","Thursday","Female",0,0,0,0,"Multiple","Toy",0,1
"3950","Adoption",1,"lateday","Saturday","Female",0,3,1,0,"Multiple","Toy",0,1
"3951","Transfer",1,"lateday","Wednesday","Male",1,1,0,1,"Mix","Toy",0,1
"3952","Adoption",1,"lateday","Saturday","Female",0,1,0,0,"Multiple","Toy",0,0
"3953","Return_to_owner",1,"lateday","Saturday","Female",0,4,1,1,"Mix","Toy",0,1
"3954","Adoption",1,"lateday","Tuesday","Female",0,0,0,0,"Simple","Toy",0,1
"3955","Adoption",1,"lateday","Monday","Female",0,1,0,1,"Mix","Toy",0,1
"3956","Return_to_owner",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Toy",0,1
"3957","Transfer",1,"midday","Monday","Male",0,3,1,1,"Mix","Toy",0,1
"3958","Adoption",1,"lateday","Wednesday","Female",0,1,0,1,"Mix","Toy",0,0
"3959","Adoption",0,"lateday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"3960","Adoption",1,"midday","Sunday","Female",0,2,1,0,"Multiple","Toy",0,0
"3961","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Toy",0,1
"3962","Adoption",1,"lateday","Monday","Female",0,2,1,1,"Mix","Toy",0,0
"3963","Return_to_owner",1,"midday","Friday","Male",0,3,1,0,"Multiple","Toy",0,1
"3964","Transfer",1,"midday","Monday","Female",1,2,1,1,"Mix","Toy",0,1
"3965","Adoption",1,"midday","Thursday","Male",0,2,1,0,"Multiple","Toy",0,0
"3966","Adoption",1,"lateday","Saturday","Male",0,2,1,0,"Multiple","Toy",0,0
"3967","Return_to_owner",1,"midday","Wednesday","Female",0,4,1,1,"Mix","Toy",0,0
"3968","Adoption",1,"midday","Saturday","Female",0,2,1,0,"Multiple","Toy",0,1
"3969","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Toy",0,1
"3970","Adoption",1,"midday","Saturday","Male",0,3,1,1,"Mix","Toy",0,1
"3971","Transfer",1,"midday","Sunday","Male",0,1,0,1,"Mix","Toy",0,1
"3972","Adoption",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Toy",0,0
"3973","Return_to_owner",1,"midday","Sunday","Female",0,2,1,1,"Mix","Toy",0,0
"3974","Adoption",1,"midday","Sunday","Male",0,2,1,1,"Mix","Toy",0,1
"3975","Return_to_owner",1,"midday","Tuesday","Male",0,7,2,1,"Mix","Toy",0,1
"3976","Return_to_owner",1,"lateday","Wednesday","Male",0,4,1,0,"Simple","Toy",0,1
"3977","Transfer",1,"morning","Saturday","Female",1,0,0,0,"Multiple","Toy",0,0
"3978","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,1
"3979","Adoption",1,"midday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"3980","Transfer",0,"midday","Friday","Female",1,2,1,1,"Mix","Toy",0,0
"3981","Adoption",1,"lateday","Sunday","Male",0,2,1,1,"Mix","Toy",0,0
"3982","Transfer",1,"midday","Sunday","Male",0,2,1,1,"Mix","Toy",0,1
"3983","Adoption",1,"midday","Thursday","Female",0,5,1,1,"Mix","Toy",0,0
"3984","Adoption",1,"midday","Friday","Male",0,3,1,1,"Mix","Toy",0,0
"3985","Return_to_owner",1,"lateday","Wednesday","Female",0,8,2,0,"Multiple","Toy",0,1
"3986","Return_to_owner",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","Toy",0,0
"3987","Adoption",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Toy",0,0
"3988","Adoption",1,"lateday","Tuesday","Female",1,13,2,0,"Simple","Toy",0,0
"3989","Transfer",1,"midday","Tuesday","Male",0,3,1,1,"Mix","Toy",0,1
"3990","Adoption",1,"midday","Thursday","Female",0,2,1,1,"Mix","Toy",0,1
"3991","Return_to_owner",1,"midday","Wednesday","Male",0,3,1,1,"Mix","Toy",0,1
"3992","Adoption",1,"lateday","Wednesday","Female",0,0,0,1,"Mix","Toy",0,0
"3993","Adoption",1,"midday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"3994","Transfer",1,"night","Sunday","Male",0,1,0,1,"Mix","Toy",0,0
"3995","Adoption",0,"midday","Saturday","Female",0,0,0,1,"Mix","Toy",0,1
"3996","Adoption",0,"lateday","Saturday","Female",0,1,0,0,"Multiple","Toy",0,1
"3997","Adoption",1,"lateday","Friday","Female",0,0,0,0,"Multiple","Toy",0,1
"3998","Transfer",0,"midday","Monday","Male",1,1,0,1,"Mix","Toy",0,1
"3999","Adoption",1,"lateday","Thursday","Male",0,2,1,0,"Multiple","Toy",0,1
"4000","Adoption",1,"lateday","Friday","Male",1,8,2,1,"Mix","Toy",0,1
"4001","Return_to_owner",1,"midday","Friday","Male",0,4,1,1,"Mix","Toy",0,1
"4002","Adoption",1,"midday","Sunday","Female",0,5,1,0,"Multiple","Toy",0,1
"4003","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4004","Return_to_owner",1,"morning","Tuesday","Female",1,2,1,1,"Mix","Toy",0,1
"4005","Transfer",1,"midday","Friday","Female",0,1,0,0,"Simple","Toy",0,0
"4006","Transfer",1,"lateday","Thursday","Female",1,3,1,0,"Multiple","Toy",0,0
"4007","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4008","Adoption",0,"lateday","Sunday","Female",0,1,0,0,"Simple","Toy",0,0
"4009","Transfer",0,"morning","Tuesday","Female",1,0,0,1,"Mix","Toy",0,1
"4010","Return_to_owner",0,"lateday","Saturday","Female",0,0,0,1,"Mix","Toy",0,1
"4011","Return_to_owner",1,"midday","Saturday","Male",1,10,2,1,"Mix","Toy",0,1
"4012","Return_to_owner",1,"lateday","Thursday","Male",0,0,0,1,"Mix","Toy",0,1
"4013","Return_to_owner",1,"lateday","Tuesday","Male",1,8,2,1,"Mix","Toy",0,0
"4014","Transfer",0,"lateday","Wednesday","Female",0,5,1,1,"Mix","Toy",0,1
"4015","Transfer",0,"midday","Sunday","Female",1,0,0,1,"Mix","Toy",0,1
"4016","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4017","Return_to_owner",1,"lateday","Tuesday","Male",0,7,2,1,"Mix","Toy",0,0
"4018","Adoption",1,"lateday","Saturday","Male",0,0,0,1,"Mix","Toy",0,1
"4019","Return_to_owner",1,"lateday","Sunday","Female",1,1,0,1,"Mix","Toy",0,1
"4020","Adoption",0,"midday","Saturday","Male",0,3,1,1,"Mix","Toy",0,1
"4021","Adoption",1,"midday","Sunday","Male",0,2,1,1,"Mix","Toy",0,1
"4022","Return_to_owner",1,"lateday","Saturday","Male",0,0,0,0,"Simple","Toy",0,1
"4023","Transfer",1,"midday","Sunday","Female",0,4,1,1,"Mix","Toy",0,1
"4024","Adoption",0,"midday","Thursday","Female",0,1,0,0,"Multiple","Toy",0,1
"4025","Adoption",1,"midday","Friday","Female",0,1,0,1,"Mix","Toy",0,1
"4026","Adoption",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,1
"4027","Transfer",0,"midday","Friday","Female",1,3,1,1,"Mix","Toy",0,1
"4028","Adoption",1,"midday","Monday","Female",0,1,0,1,"Mix","Toy",0,1
"4029","Return_to_owner",1,"lateday","Wednesday","Female",0,7,2,0,"Simple","Toy",0,1
"4030","Adoption",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"4031","Return_to_owner",1,"midday","Thursday","Male",0,4,1,1,"Mix","Toy",0,0
"4032","Return_to_owner",1,"midday","Thursday","Male",0,1,0,1,"Mix","Toy",0,0
"4033","Euthanasia",0,"lateday","Monday","Female",1,9,2,1,"Mix","Toy",0,0
"4034","Return_to_owner",1,"midday","Monday","Female",0,4,1,1,"Mix","Toy",0,0
"4035","Return_to_owner",1,"midday","Wednesday","Male",0,12,2,1,"Mix","Toy",0,0
"4036","Adoption",1,"midday","Wednesday","Male",0,2,1,0,"Multiple","Toy",0,0
"4037","Adoption",1,"midday","Sunday","Female",0,1,0,1,"Mix","Toy",0,0
"4038","Transfer",0,"midday","Wednesday","Female",1,0,0,0,"Simple","Toy",0,0
"4039","Adoption",1,"midday","Thursday","Male",0,9,2,1,"Mix","Toy",0,0
"4040","Adoption",1,"midday","Monday","Male",0,8,2,1,"Mix","Toy",0,0
"4041","Adoption",1,"midday","Sunday","Female",0,1,0,0,"Simple","Toy",0,0
"4042","Return_to_owner",1,"lateday","Tuesday","Male",0,5,1,1,"Mix","Toy",0,1
"4043","Adoption",1,"midday","Wednesday","Male",0,0,0,1,"Mix","Toy",0,0
"4044","Return_to_owner",1,"midday","Sunday","Male",0,17,2,1,"Mix","Toy",0,0
"4045","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,0
"4046","Transfer",1,"night","Sunday","Female",0,2,1,1,"Mix","Toy",0,1
"4047","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Toy",0,1
"4048","Adoption",1,"lateday","Sunday","Male",0,5,1,0,"Multiple","Toy",0,1
"4049","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4050","Transfer",1,"midday","Saturday","Female",1,2,1,1,"Mix","Toy",0,0
"4051","Return_to_owner",1,"midday","Friday","Female",0,2,1,0,"Multiple","Toy",0,1
"4052","Adoption",1,"lateday","Saturday","Female",0,1,0,0,"Multiple","Toy",0,1
"4053","Euthanasia",0,"midday","Sunday","Male",1,3,1,0,"Multiple","Toy",0,1
"4054","Return_to_owner",1,"midday","Monday","Female",0,17,2,1,"Mix","Toy",0,1
"4055","Transfer",1,"midday","Monday","Male",0,1,0,1,"Mix","Toy",0,1
"4056","Adoption",1,"lateday","Thursday","Female",0,4,1,1,"Mix","Toy",0,1
"4057","Return_to_owner",1,"lateday","Monday","Female",0,1,0,1,"Mix","Toy",0,1
"4058","Return_to_owner",1,"midday","Tuesday","Female",1,0,0,1,"Mix","Toy",0,1
"4059","Adoption",1,"morning","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4060","Adoption",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"4061","Adoption",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4062","Return_to_owner",1,"lateday","Saturday","Female",0,2,1,1,"Mix","Toy",0,0
"4063","Return_to_owner",1,"morning","Tuesday","Female",1,5,1,1,"Mix","Toy",0,0
"4064","Adoption",1,"morning","Saturday","Male",0,6,1,1,"Mix","Toy",0,0
"4065","Adoption",1,"midday","Sunday","Male",0,0,0,1,"Mix","Toy",0,1
"4066","Adoption",1,"lateday","Friday","Female",0,0,0,0,"Multiple","Toy",0,1
"4067","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Toy",0,0
"4068","Adoption",1,"midday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4069","Transfer",1,"midday","Saturday","Female",0,1,0,1,"Mix","Toy",0,0
"4070","Transfer",1,"lateday","Sunday","Male",1,0,0,1,"Mix","Toy",0,0
"4071","Adoption",1,"night","Saturday","Male",0,0,0,1,"Mix","Toy",0,1
"4072","Adoption",1,"lateday","Monday","Female",0,2,1,1,"Mix","Toy",0,1
"4073","Transfer",1,"midday","Monday","Female",0,2,1,1,"Mix","Toy",0,0
"4074","Transfer",1,"lateday","Tuesday","Female",1,0,0,1,"Mix","Toy",0,1
"4075","Transfer",1,"midday","Monday","Male",0,4,1,1,"Mix","Toy",0,1
"4076","Return_to_owner",1,"lateday","Friday","Female",0,1,0,1,"Mix","Toy",0,1
"4077","Adoption",1,"lateday","Monday","Male",0,0,0,1,"Mix","Toy",0,0
"4078","Return_to_owner",1,"midday","Tuesday","Male",0,0,0,0,"Multiple","Toy",0,0
"4079","Return_to_owner",1,"lateday","Thursday","Male",0,2,1,1,"Mix","Toy",0,1
"4080","Adoption",1,"midday","Thursday","Female",0,1,0,1,"Mix","Toy",0,1
"4081","Adoption",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Toy",0,1
"4082","Transfer",0,"midday","Sunday","Female",1,9,2,1,"Mix","Toy",0,1
"4083","Return_to_owner",1,"midday","Thursday","Male",0,4,1,1,"Mix","Toy",0,0
"4084","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Toy",0,0
"4085","Transfer",1,"midday","Tuesday","Female",1,0,0,0,"Simple","Toy",0,0
"4086","Transfer",1,"midday","Saturday","Female",0,0,0,1,"Mix","Toy",0,1
"4087","Return_to_owner",1,"midday","Friday","Female",0,2,1,1,"Mix","Toy",0,0
"4088","Return_to_owner",1,"lateday","Sunday","Male",0,2,1,1,"Mix","Toy",0,1
"4089","Return_to_owner",1,"midday","Monday","Male",1,2,1,1,"Mix","Toy",0,1
"4090","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Toy",0,1
"4091","Return_to_owner",1,"midday","Friday","Female",0,0,0,1,"Mix","Toy",0,0
"4092","Transfer",1,"midday","Tuesday","Male",1,2,1,1,"Mix","Toy",0,1
"4093","Transfer",1,"midday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,0
"4094","Return_to_owner",1,"midday","Thursday","Female",0,7,2,1,"Mix","Toy",0,1
"4095","Euthanasia",1,"morning","Wednesday","Female",0,3,1,1,"Mix","Toy",0,1
"4096","Adoption",0,"lateday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,0
"4097","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4098","Return_to_owner",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","Toy",0,1
"4099","Adoption",1,"midday","Sunday","Female",0,8,2,1,"Mix","Toy",0,1
"4100","Adoption",1,"midday","Friday","Male",0,1,0,1,"Mix","Toy",0,1
"4101","Euthanasia",1,"midday","Friday","Female",1,6,1,1,"Mix","Toy",0,0
"4102","Adoption",1,"lateday","Saturday","Female",0,7,2,1,"Mix","Toy",0,0
"4103","Return_to_owner",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Toy",0,0
"4104","Return_to_owner",1,"lateday","Tuesday","Male",0,6,1,1,"Mix","Toy",0,1
"4105","Adoption",1,"midday","Saturday","Female",0,3,1,1,"Mix","Toy",0,0
"4106","Adoption",1,"lateday","Saturday","Female",0,7,2,0,"Multiple","Toy",0,0
"4107","Adoption",1,"lateday","Saturday","Male",0,0,0,1,"Mix","Toy",0,1
"4108","Adoption",0,"lateday","Friday","Female",0,0,0,1,"Mix","Toy",0,1
"4109","Adoption",1,"lateday","Tuesday","Female",0,4,1,1,"Mix","Toy",0,1
"4110","Euthanasia",0,"midday","Saturday","Female",1,1,0,1,"Mix","Toy",0,0
"4111","Adoption",1,"lateday","Wednesday","Female",0,0,0,1,"Mix","Toy",0,1
"4112","Adoption",0,"midday","Monday","Male",0,0,0,1,"Mix","Toy",0,1
"4113","Return_to_owner",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","Toy",0,0
"4114","Transfer",1,"midday","Tuesday","Female",0,2,1,1,"Mix","Toy",0,0
"4115","Adoption",1,"lateday","Monday","Male",0,2,1,1,"Mix","Toy",0,0
"4116","Return_to_owner",1,"lateday","Tuesday","Female",0,2,1,1,"Mix","Toy",0,1
"4117","Return_to_owner",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,0
"4118","Adoption",0,"lateday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4119","Transfer",1,"lateday","Friday","Female",1,1,0,1,"Mix","Toy",0,0
"4120","Return_to_owner",1,"lateday","Wednesday","Male",0,3,1,1,"Mix","Toy",0,0
"4121","Adoption",1,"lateday","Sunday","Male",0,4,1,0,"Multiple","Toy",0,0
"4122","Transfer",0,"midday","Wednesday","Male",0,1,0,0,"Multiple","Toy",0,0
"4123","Return_to_owner",1,"lateday","Sunday","Male",0,5,1,0,"Multiple","Toy",0,0
"4124","Transfer",1,"midday","Saturday","Male",0,3,1,0,"Multiple","Toy",0,1
"4125","Adoption",1,"midday","Wednesday","Male",0,10,2,1,"Mix","Toy",0,1
"4126","Adoption",0,"lateday","Wednesday","Male",0,0,0,1,"Mix","Toy",0,1
"4127","Transfer",1,"midday","Monday","Male",0,4,1,1,"Mix","Toy",0,0
"4128","Adoption",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4129","Return_to_owner",1,"lateday","Saturday","Male",0,2,1,1,"Mix","Toy",0,1
"4130","Transfer",0,"midday","Tuesday","Male",0,2,1,1,"Mix","Toy",0,0
"4131","Transfer",0,"midday","Tuesday","Male",0,3,1,1,"Mix","Toy",0,1
"4132","Transfer",1,"lateday","Friday","Male",0,6,1,1,"Mix","Toy",0,1
"4133","Adoption",1,"lateday","Saturday","Female",0,3,1,0,"Simple","Toy",0,1
"4134","Euthanasia",1,"midday","Friday","Male",0,3,1,1,"Mix","Toy",0,0
"4135","Adoption",1,"midday","Friday","Female",0,2,1,0,"Simple","Toy",0,0
"4136","Transfer",1,"midday","Saturday","Female",1,7,2,1,"Mix","Toy",0,0
"4137","Adoption",1,"lateday","Sunday","Male",0,8,2,1,"Mix","Toy",0,1
"4138","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Toy",0,1
"4139","Adoption",1,"morning","Wednesday","Female",0,0,0,0,"Multiple","Toy",0,0
"4140","Adoption",1,"midday","Sunday","Female",0,6,1,1,"Mix","Toy",0,1
"4141","Transfer",0,"midday","Tuesday","Male",1,0,0,0,"Multiple","Toy",0,1
"4142","Return_to_owner",1,"midday","Monday","Male",0,5,1,1,"Mix","Toy",0,1
"4143","Adoption",1,"midday","Saturday","Female",0,3,1,1,"Mix","Toy",0,0
"4144","Adoption",1,"midday","Thursday","Male",0,1,0,1,"Mix","Toy",0,1
"4145","Adoption",1,"lateday","Wednesday","Female",0,1,0,1,"Mix","Toy",0,0
"4146","Adoption",1,"lateday","Saturday","Female",0,4,1,0,"Multiple","Toy",0,1
"4147","Adoption",1,"lateday","Sunday","Female",0,4,1,1,"Mix","Toy",0,1
"4148","Adoption",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","Toy",0,0
"4149","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Toy",0,0
"4150","Transfer",1,"midday","Wednesday","Female",1,2,1,1,"Mix","Toy",0,1
"4151","Adoption",0,"lateday","Sunday","Female",0,3,1,1,"Mix","Toy",0,0
"4152","Adoption",1,"midday","Monday","Male",0,8,2,1,"Mix","Toy",0,0
"4153","Transfer",0,"midday","Sunday","Male",1,3,1,0,"Multiple","Toy",0,1
"4154","Adoption",1,"lateday","Saturday","Female",0,5,1,0,"Multiple","Toy",0,1
"4155","Adoption",1,"lateday","Monday","Female",0,6,1,1,"Mix","Toy",0,1
"4156","Adoption",1,"lateday","Monday","Female",0,0,0,1,"Mix","Toy",0,1
"4157","Adoption",1,"lateday","Monday","Male",0,1,0,0,"Multiple","Toy",0,1
"4158","Adoption",1,"lateday","Friday","Female",0,1,0,1,"Mix","Toy",0,1
"4159","Return_to_owner",1,"midday","Friday","Male",1,1,0,1,"Mix","Toy",0,0
"4160","Adoption",1,"lateday","Monday","Male",0,4,1,1,"Mix","Toy",0,1
"4161","Adoption",0,"lateday","Saturday","Female",0,1,0,0,"Multiple","Toy",0,0
"4162","Transfer",1,"lateday","Saturday","Male",0,1,0,0,"Multiple","Toy",0,1
"4163","Return_to_owner",1,"midday","Saturday","Male",0,4,1,1,"Mix","Toy",0,1
"4164","Transfer",1,"midday","Friday","Female",1,1,0,1,"Mix","Toy",0,1
"4165","Adoption",1,"midday","Tuesday","Male",0,1,0,1,"Mix","Toy",0,1
"4166","Transfer",0,"lateday","Friday","Male",1,1,0,1,"Mix","Toy",0,0
"4167","Return_to_owner",1,"midday","Monday","Male",0,3,1,1,"Mix","Toy",0,0
"4168","Return_to_owner",1,"midday","Thursday","Male",0,2,1,1,"Mix","Toy",0,1
"4169","Adoption",0,"lateday","Sunday","Male",0,0,0,1,"Mix","Toy",0,1
"4170","Adoption",0,"lateday","Sunday","Male",0,0,0,0,"Multiple","Toy",0,1
"4171","Adoption",0,"night","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4172","Euthanasia",0,"midday","Wednesday","Male",1,4,1,1,"Mix","Toy",0,1
"4173","Transfer",1,"midday","Tuesday","Female",0,3,1,1,"Mix","Toy",0,1
"4174","Adoption",1,"morning","Wednesday","Male",0,5,1,1,"Mix","Toy",0,1
"4175","Adoption",0,"lateday","Saturday","Female",0,0,0,1,"Mix","Toy",0,1
"4176","Transfer",1,"midday","Friday","Female",1,3,1,1,"Mix","Toy",0,1
"4177","Return_to_owner",1,"lateday","Tuesday","Female",0,2,1,1,"Mix","Toy",0,0
"4178","Adoption",1,"lateday","Thursday","Male",0,2,1,1,"Mix","Toy",0,1
"4179","Adoption",1,"lateday","Thursday","Male",0,0,0,1,"Mix","Toy",0,1
"4180","Transfer",1,"lateday","Monday","Male",0,1,0,1,"Mix","Toy",0,1
"4181","Adoption",1,"lateday","Tuesday","Female",0,3,1,1,"Mix","Toy",0,0
"4182","Transfer",0,"lateday","Wednesday","Male",1,1,0,1,"Mix","Toy",0,1
"4183","Return_to_owner",1,"lateday","Thursday","Male",0,1,0,1,"Mix","Toy",0,0
"4184","Adoption",0,"lateday","Wednesday","Female",0,1,0,1,"Mix","Toy",0,1
"4185","Euthanasia",0,"lateday","Wednesday","Male",1,1,0,1,"Mix","Toy",0,0
"4186","Adoption",1,"lateday","Monday","Male",0,2,1,1,"Mix","Toy",0,0
"4187","Transfer",1,"midday","Thursday","Female",0,3,1,1,"Mix","Toy",0,1
"4188","Transfer",1,"lateday","Thursday","Male",0,4,1,1,"Mix","Toy",0,0
"4189","Return_to_owner",1,"midday","Friday","Male",0,5,1,1,"Mix","Toy",0,0
"4190","Transfer",0,"lateday","Monday","Male",1,0,0,1,"Mix","Toy",0,0
"4191","Adoption",1,"midday","Sunday","Female",0,8,2,1,"Mix","Toy",0,0
"4192","Transfer",1,"midday","Thursday","Female",1,0,0,1,"Mix","Toy",0,1
"4193","Adoption",1,"midday","Friday","Female",0,3,1,1,"Mix","Toy",0,1
"4194","Adoption",1,"midday","Saturday","Female",0,1,0,1,"Mix","Toy",0,1
"4195","Adoption",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Toy",0,0
"4196","Return_to_owner",1,"midday","Tuesday","Male",0,8,2,1,"Mix","Toy",0,0
"4197","Transfer",1,"midday","Sunday","Male",0,0,0,1,"Mix","Toy",0,1
"4198","Return_to_owner",1,"midday","Friday","Male",1,4,1,1,"Mix","Toy",0,0
"4199","Return_to_owner",1,"midday","Monday","Male",1,0,0,1,"Mix","Toy",0,1
"4200","Transfer",1,"midday","Monday","Male",0,2,1,1,"Mix","Toy",0,1
"4201","Return_to_owner",1,"lateday","Sunday","Male",0,2,1,1,"Mix","Toy",0,1
"4202","Adoption",1,"lateday","Saturday","Female",0,0,0,1,"Mix","Toy",0,0
"4203","Adoption",0,"midday","Saturday","Female",0,4,1,1,"Mix","Toy",0,1
"4204","Adoption",1,"lateday","Thursday","Female",0,0,0,1,"Mix","Toy",0,0
"4205","Transfer",1,"midday","Tuesday","Male",0,1,0,0,"Multiple","Toy",0,1
"4206","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Toy",0,1
"4207","Adoption",1,"lateday","Wednesday","Female",0,0,0,1,"Mix","Toy",0,0
"4208","Adoption",1,"lateday","Wednesday","Male",0,4,1,1,"Mix","Toy",0,1
"4209","Adoption",1,"midday","Sunday","Male",0,7,2,1,"Mix","Toy",0,1
"4210","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Toy",0,0
"4211","Transfer",1,"midday","Sunday","Male",0,1,0,1,"Mix","Toy",0,0
"4212","Transfer",1,"midday","Saturday","Female",0,3,1,1,"Mix","Toy",0,1
"4213","Return_to_owner",1,"lateday","Wednesday","Female",0,1,0,1,"Mix","Toy",0,1
"4214","Adoption",1,"lateday","Thursday","Female",1,0,0,1,"Mix","Toy",0,0
"4215","Euthanasia",1,"midday","Wednesday","Male",1,2,1,1,"Mix","Toy",0,1
"4216","Transfer",0,"midday","Wednesday","Male",0,2,1,1,"Mix","Toy",0,1
"4217","Return_to_owner",1,"morning","Friday","Male",0,8,2,1,"Mix","Toy",0,1
"4218","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Toy",0,1
"4219","Transfer",1,"midday","Wednesday","Male",0,7,2,1,"Mix","Toy",0,1
